what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515422927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515439955
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Push",1335515439968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515447465
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1335515483138
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1335515483154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515486495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1335515486508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515486516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515488245
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1335515493460
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1335515493460
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1335515496838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515498740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515502622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1335515502629
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1335515504522
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1335515520470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515527766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515598418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1335515598425
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1335515599468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515605053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515605081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515605142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515716401
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Push",1335515716412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515716675
error,log,,,"An exception occurred during push on URI https://github.com/matveyich/JV_0: An internal Exception occurred during push: https://github.com/matveyich/JV_0: https://github.com/matveyich/JV_0/info/refs?service=git-receive-pack not found",1335515719561
error,log,,,"Can't connect to any repository: https://github.com/matveyich/JV_0 (An internal Exception occurred during push: https://github.com/matveyich/JV_0: https://github.com/matveyich/JV_0/info/refs?service=git-receive-pack not found)",1335515719564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515730704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515733544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515733571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515733630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515740531
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Push",1335515740539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515744877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515745067
started,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1335515745185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515745269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515752138
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1335515752147
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1335515754447
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1335515754481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515761885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515765560
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1335515771672
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1335515796488
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1335515798774
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1335515799068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515802923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515850206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335515853478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335516137416
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1335516139524
started,bundle,org.eclipse.equinox.security.ui,1.1.0.v20101004,"org.eclipse.equinox.security.ui",1335516233430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335516233456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335516241115
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1335516241158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335516246142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335516249332
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335516249463
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1335516249909
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1335516249910
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1335516249911
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1335516249912
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1335516249913
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1335516249914
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1335516249915
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1335516249916
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1335516249917
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1335516249920
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1335516249921
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1335516249924
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1335516249925
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1335516249925
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1335516249926
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1335516250091
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1335516250093
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1335516250093
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1335516250093
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1335516250093
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1335516250093
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1335516250093
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1335516250093
stopped,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1335516250094
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1335516250097
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1335516250097
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1335516250099
