what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335430252641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335430266745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335430269532
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335430271439
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335430272065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430292349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430330746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430346112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430357683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430358795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430363470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430398781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430512992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430569797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430622019
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335430623066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335430627255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335430628484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335430635040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335430637840
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335430639741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430639751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335430641112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335430662203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335430682957
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335430688022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335430691078
