what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1335598975308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335598977012
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335598978432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335598987710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335598989129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335598997730
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335598998357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335598998361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335598999020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599006909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599012619
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599027341
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599028179
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599028293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599028303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599028668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599047328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599056633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599060883
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599061646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599061651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599062223
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1335599064016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599066138
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599066625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599066629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599067498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599089170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1335599132634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599137862
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335599144205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599145152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599145296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1335599147709
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1335599147820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599148998
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599150976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599158639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599164932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599174248
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599175981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599178594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599191464
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599192353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335599232407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335599232524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335599232832
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1335599234297
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1335599235346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335599236311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335599236773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335599237065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599244781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599247931
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599248590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599248595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599249260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599253762
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599254597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599254604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599255071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335599291779
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1335599292436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599292439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335599293106
